TP1,ZFT,ECH,PER,NDEP,T1,T2,T3,T4,T5,T6,T7,T8,T8A,T8B,T9,T10,T11,T8C,TOIS,TDIS,TDIP,DP1,ZFD,D2A,D2B,D3,D4,D5A,D5B,D6,D7,D8,D9,D10,MODP,MOIP,DOIB,DIST,DISP,PP1,ZFP,JOUR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P14,P15,DP15,P16,P17,P18,P18A,P19,P20,P21,P22,P23,P24,P25,P26,COEP,P12A,P24A,P24B,MP1,ZFM,DATE,M1,M2,M3,M4,M5,M6,M7A,M8A,M9A,M10A,M11A,M12A,M13A,M7B,M8B,M9B,M10B,M11B,M12B,M13B,M7C,M8C,M9C,M10C,M11C,M12C,M13C,M7D,M8D,M9D,M10D,M11D,M12D,M13D,M14,M15A,M16A,M17A,M18A,M19A,M20A,M15B,M16B,M17B,M18B,M19B,M20B,M15C,M16C,M17C,M18C,M19C,M20C,M15D,M16D,M17D,M18D,M19D,M20D,M21,M22,M23,COEM,M24-1,M24-2,M12BIS,OP1,ZFO,O1A,O1B,O1C,O1D,O1E,O1F,O1G,O2,O3A,O3B,O3C,O3D,O3E,O3F,O3G,O3H,O3I,O4,O5A,O5B,O5C,O5D,O5E,O5F,O5G,O6A,O6B,O6C,O7A,O7B,O7C,O8A,O8B,O8C,COO2,O5H,O5I,O9,O10-1,O10-2,O11,O12-1,O12-2,O13,O14-1,O14-2,O14-3,O15,O16,O17-1,O17-2,O17-3,O18-1,O18-2,O18-3,O19-1,O19-2,O19-3,O20,O21,O22-1,O22-2,O23,O24-1,O24-2,O24-3,O25-1,O25-2,O26,O2B,O27-1,O27-2,O27-3,O28-1,O28-2,O29-1,O29-2,O30,O31,O32A,O33,O34,O35-1,O35-2
4,218008,118,4,5,1,5,31,218008,217003,10,,,,,,,,,670,1005,1005,3,218008,1,,218008,1830,51,,,217002,1850,20,1,31,31,670,1005,1005,2,218008,4,1,2,5,18,1.0,1.0,3.0,0.0,5.0,0.0,85.0,1.0,2.0,218008.0,505,4.0,,3.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,,120.3548,1.0,5.0,,1,218008,6032015,2,1,1,4.0,1,2,1.0,2.0,1999.0,4.0,1.0,1.0,2.0,1.0,2.0,1985.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,80.46747,9.0,,1.0,5.0,218008.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,9.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,22.0,,3.0,22.0,38.0,3.0,2.0,15.0,279.5176,2.0,1.0,3.0,5.0,,3.0,3.0,,,,,,4.0,69389.0,,,,,,,10.0,,,1.0,2.0,5.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,8.0,,,,8.0,13.0,,,1.0,3.0,,,
4,301005,151,2,6,1,0,21,301002,301005,1,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1680,2280,2280,3,301005,63,1.0,301002,2155,1,,,301005,2210,15,1,21,21,1680,2280,2280,2,301005,1,1,1,5,24,1.0,1.0,1.0,4.0,1.0,0.0,55.0,1.0,2.0,303551.0,4976,1.0,2.0,,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,6.0,84.38502,2.0,4.0,4.0,1,301005,13012015,2,3,2,,1,2,1.0,3.0,2012.0,11.0,1.0,2.0,1.0,1.0,3.0,1999.0,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,1,54.70356,,,,5.0,301005.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,10.0,11.0,12.0,10.0,23.0,,10.0,38.0,,206.3377,2.0,,3.0,1.0,2.0,1.0,1.0,3.0,,,,,3.0,38053.0,,,,,,,,,,1.0,2.0,5.0,,,,,,,,,,,,,,,14.0,,1.0,21.0,2.0,2.0,,7.0,
4,218008,118,4,2,2,3,31,218006,218008,5,,,,,,,,,730,1095,1095,3,218008,24,,218008,1205,1,,,218008,1230,25,2,31,31,1460,2190,2190,2,218008,4,1,2,5,18,1.0,1.0,3.0,0.0,5.0,0.0,85.0,1.0,2.0,218008.0,505,4.0,,3.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,,120.3548,1.0,5.0,,1,218008,6032015,2,1,1,4.0,1,2,1.0,2.0,1999.0,4.0,1.0,1.0,2.0,1.0,2.0,1985.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,80.46747,9.0,,1.0,5.0,218008.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,9.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,22.0,,3.0,22.0,38.0,3.0,2.0,15.0,279.5176,2.0,1.0,3.0,5.0,,3.0,3.0,,,,,,4.0,69389.0,,,,,,,10.0,,,1.0,2.0,5.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,8.0,,,,8.0,13.0,,,1.0,3.0,,,
4,301005,151,2,1,1,1,21,301005,303003,0,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,4940,5510,5510,3,301005,1,,301005,1700,64,1.0,,303003,1725,25,1,21,21,4940,5510,5510,2,301005,1,1,1,5,24,1.0,1.0,1.0,4.0,1.0,0.0,55.0,1.0,2.0,303551.0,4976,1.0,2.0,,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,6.0,84.38502,2.0,4.0,4.0,1,301005,13012015,2,3,2,,1,2,1.0,3.0,2012.0,11.0,1.0,2.0,1.0,1.0,3.0,1999.0,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,1,54.70356,,,,5.0,301005.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,10.0,11.0,12.0,10.0,23.0,,10.0,38.0,,206.3377,2.0,,3.0,1.0,2.0,1.0,1.0,3.0,,,,,3.0,38053.0,,,,,,,,,,1.0,2.0,5.0,,,,,,,,,,,,,,,14.0,,1.0,21.0,2.0,2.0,,7.0,
4,301005,151,2,4,1,0,21,103003,303003,0,2.0,4.0,3.0,0.0,0.0,,0.0,2.0,34910,39070,39070,3,301005,53,,103003,2120,61,1.0,,303003,2145,25,1,21,21,34910,39070,39070,2,301005,1,1,1,5,24,1.0,1.0,1.0,4.0,1.0,0.0,55.0,1.0,2.0,303551.0,4976,1.0,2.0,,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,6.0,84.38502,2.0,4.0,4.0,1,301005,13012015,2,3,2,,1,2,1.0,3.0,2012.0,11.0,1.0,2.0,1.0,1.0,3.0,1999.0,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,1,54.70356,,,,5.0,301005.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,10.0,11.0,12.0,10.0,23.0,,10.0,38.0,,206.3377,2.0,,3.0,1.0,2.0,1.0,1.0,3.0,,,,,3.0,38053.0,,,,,,,,,,1.0,2.0,5.0,,,,,,,,,,,,,,,14.0,,1.0,21.0,2.0,2.0,,7.0,
4,202003,121,1,1,1,0,15,202003,201002,2,5.0,1.0,0.0,0.0,3.0,2.0,0.0,,1530,2320,2320,3,202003,1,,202003,830,11,,,201002,840,10,1,15,15,1530,2320,2320,2,202003,1,1,1,1,42,2.0,1.0,1.0,6.0,1.0,0.0,51.0,2.0,2.0,201002.0,1526,3.0,,3.0,4.0,1.0,5.0,1.0,4.0,5.0,3.0,1.0,1.0,40.43569,1.0,5.0,,1,202003,17032015,4,1,1,3.0,1,2,1.0,2.0,1996.0,10.0,1.0,1.0,2.0,1.0,2.0,1988.0,7.0,1.0,1.0,2.0,,,,,,,,,,,,,,,1,3.0,3.0,2.0,1995.0,1.0,2.0,,,,,,,,,,,,,,,,,,,0,,1,46.90938,9.0,,,5.0,202003.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,9.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,6.0,10.0,22.0,21.0,26.0,37.0,4.0,8.0,17.0,34.61665,2.0,1.0,5.0,,,,,,2.0,1.0,5.0,,5.0,69383.0,,,,,,,1.0,3.0,,2.0,2.0,3.0,4.0,2.0,1.0,2.0,12.0,2.0,3.0,3.0,3.0,1.0,4.0,8.0,1.0,4.0,4.0,12.0,5.0,,2.0,2.0,,6.0,
4,218008,118,4,1,1,5,31,218008,218006,2,,,,,,,,,730,1095,1095,3,218008,1,,218008,815,24,,,218008,840,25,2,31,31,1460,2190,2190,2,218008,4,1,2,5,18,1.0,1.0,3.0,0.0,5.0,0.0,85.0,1.0,2.0,218008.0,505,4.0,,3.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,,120.3548,1.0,5.0,,1,218008,6032015,2,1,1,4.0,1,2,1.0,2.0,1999.0,4.0,1.0,1.0,2.0,1.0,2.0,1985.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,80.46747,9.0,,1.0,5.0,218008.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,9.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,22.0,,3.0,22.0,38.0,3.0,2.0,15.0,279.5176,2.0,1.0,3.0,5.0,,3.0,3.0,,,,,,4.0,69389.0,,,,,,,10.0,,,1.0,2.0,5.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,8.0,,,,8.0,13.0,,,1.0,3.0,,,
4,305004,31,1,3,1,0,81,105002,110004,2,4.0,1.0,0.0,0.0,2.0,2.0,0.0,,1050,3010,3010,3,305004,13,,105002,1130,13,,,110004,1230,60,1,81,81,1050,3010,3010,2,305004,3,1,1,1,28,1.0,1.0,1.0,3.0,1.0,0.0,61.0,4.0,2.0,238451.0,19350,1.0,1.0,,1.0,5.0,4.0,5.0,1.0,4.0,5.0,1.0,1.0,42.40279,,5.0,5.0,1,305004,8012015,2,3,1,4.0,1,4,1.0,3.0,2004.0,7.0,1.0,2.0,2.0,2.0,3.0,1974.0,12.0,1.0,3.0,2.0,3.0,2.0,1975.0,8.0,1.0,2.0,2.0,3.0,3.0,2012.0,6.0,3.0,2.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,1,58.13576,,,,5.0,305004.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,27.0,13.0,1.0,21.0,23.0,26.0,15.0,17.0,4.0,93.11888,2.0,,4.0,,,,,,2.0,2.0,3.0,14.0,2.0,38449.0,2.0,4.0,5.0,1.0,3.0,,1.0,2.0,,5.0,2.0,1.0,3.0,,,,,,,,,,,,,,2.0,12.0,5.0,,2.0,2.0,,1.0,2.0
4,305004,31,1,2,1,0,81,238451,105002,0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,,12340,27270,27270,3,305004,11,,238451,900,13,,,105002,930,30,1,81,81,12340,27270,27270,2,305004,3,1,1,1,28,1.0,1.0,1.0,3.0,1.0,0.0,61.0,4.0,2.0,238451.0,19350,1.0,1.0,,1.0,5.0,4.0,5.0,1.0,4.0,5.0,1.0,1.0,42.40279,,5.0,5.0,1,305004,8012015,2,3,1,4.0,1,4,1.0,3.0,2004.0,7.0,1.0,2.0,2.0,2.0,3.0,1974.0,12.0,1.0,3.0,2.0,3.0,2.0,1975.0,8.0,1.0,2.0,2.0,3.0,3.0,2012.0,6.0,3.0,2.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,1,58.13576,,,,5.0,305004.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,27.0,13.0,1.0,21.0,23.0,26.0,15.0,17.0,4.0,93.11888,2.0,,4.0,,,,,,2.0,2.0,3.0,14.0,2.0,38449.0,2.0,4.0,5.0,1.0,3.0,,1.0,2.0,,5.0,2.0,1.0,3.0,,,,,,,,,,,,,,2.0,12.0,5.0,,2.0,2.0,,1.0,2.0
4,112004,42,2,10,1,0,21,107003,112004,0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1380,3080,3080,3,112004,33,,107003,1650,1,,,112004,1700,10,1,21,21,1380,3080,3080,2,112004,3,1,2,2,38,1.0,1.0,1.0,5.0,1.0,0.0,36.0,4.0,2.0,103004.0,975,1.0,2.0,,5.0,1.0,5.0,5.0,1.0,5.0,3.0,1.0,1.0,51.71159,,5.0,,1,112004,22012015,3,3,1,4.0,1,2,1.0,1.0,2014.0,5.0,2.0,3.0,3.0,1.0,3.0,2011.0,8.0,2.0,3.0,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,43.7547,9.0,,,5.0,112004.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,9.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,22.0,18.0,3.0,16.0,3.0,25.0,25.0,31.0,33.0,95.13758,1.0,1.0,5.0,,,,,,2.0,2.0,12.0,,1.0,69382.0,,,,,,,7.0,,,2.0,3.0,3.0,,1.0,10.0,,,3.0,,2.0,1.0,13.0,,,7.0,8.0,8.0,11.0,4.0,,1.0,2.0,,6.0,7.0
4,218008,118,4,3,1,5,31,218008,218006,2,,,,,,,,,730,1095,1095,3,218008,1,,218008,1320,24,,,218008,1350,30,2,31,31,1460,2190,2190,2,218008,4,1,2,5,18,1.0,1.0,3.0,0.0,5.0,0.0,85.0,1.0,2.0,218008.0,505,4.0,,3.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,,120.3548,1.0,5.0,,1,218008,6032015,2,1,1,4.0,1,2,1.0,2.0,1999.0,4.0,1.0,1.0,2.0,1.0,2.0,1985.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,80.46747,9.0,,1.0,5.0,218008.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,9.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,22.0,,3.0,22.0,38.0,3.0,2.0,15.0,279.5176,2.0,1.0,3.0,5.0,,3.0,3.0,,,,,,4.0,69389.0,,,,,,,10.0,,,1.0,2.0,5.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,8.0,,,,8.0,13.0,,,1.0,3.0,,,
4,218008,118,4,3,2,2,31,218006,218008,5,,,,,,,,,730,1095,1095,3,218008,1,,218008,1320,24,,,218008,1350,30,2,31,31,1460,2190,2190,2,218008,4,1,2,5,18,1.0,1.0,3.0,0.0,5.0,0.0,85.0,1.0,2.0,218008.0,505,4.0,,3.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,,120.3548,1.0,5.0,,1,218008,6032015,2,1,1,4.0,1,2,1.0,2.0,1999.0,4.0,1.0,1.0,2.0,1.0,2.0,1985.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,80.46747,9.0,,1.0,5.0,218008.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,9.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,22.0,,3.0,22.0,38.0,3.0,2.0,15.0,279.5176,2.0,1.0,3.0,5.0,,3.0,3.0,,,,,,4.0,69389.0,,,,,,,10.0,,,1.0,2.0,5.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,8.0,,,,8.0,13.0,,,1.0,3.0,,,
4,301005,151,2,5,1,0,21,303003,301002,0,2.0,3.0,2.0,0.0,0.0,,0.0,1.0,3930,5530,5530,3,301005,63,1.0,303003,2145,61,1.0,,301002,2155,10,1,21,21,3930,5530,5530,2,301005,1,1,1,5,24,1.0,1.0,1.0,4.0,1.0,0.0,55.0,1.0,2.0,303551.0,4976,1.0,2.0,,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,6.0,84.38502,2.0,4.0,4.0,1,301005,13012015,2,3,2,,1,2,1.0,3.0,2012.0,11.0,1.0,2.0,1.0,1.0,3.0,1999.0,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,1,54.70356,,,,5.0,301005.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,10.0,11.0,12.0,10.0,23.0,,10.0,38.0,,206.3377,2.0,,3.0,1.0,2.0,1.0,1.0,3.0,,,,,3.0,38053.0,,,,,,,,,,1.0,2.0,5.0,,,,,,,,,,,,,,,14.0,,1.0,21.0,2.0,2.0,,7.0,
4,218008,118,4,4,1,5,31,218008,218006,3,,,,,,,,,730,1095,1095,3,218008,24,,218008,1730,1,,,218008,1810,40,2,31,31,1460,2190,2190,2,218008,4,1,2,5,18,1.0,1.0,3.0,0.0,5.0,0.0,85.0,1.0,2.0,218008.0,505,4.0,,3.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,,120.3548,1.0,5.0,,1,218008,6032015,2,1,1,4.0,1,2,1.0,2.0,1999.0,4.0,1.0,1.0,2.0,1.0,2.0,1985.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,80.46747,9.0,,1.0,5.0,218008.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,9.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,22.0,,3.0,22.0,38.0,3.0,2.0,15.0,279.5176,2.0,1.0,3.0,5.0,,3.0,3.0,,,,,,4.0,69389.0,,,,,,,10.0,,,1.0,2.0,5.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,8.0,,,,8.0,13.0,,,1.0,3.0,,,
4,250001,65,4,1,1,0,21,250001,249751,0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2500,3150,3150,3,250001,1,,250001,600,11,,,249751,610,10,1,21,21,2500,3150,3150,2,250001,5,1,2,3,23,1.0,1.0,1.0,5.0,1.0,0.0,51.0,4.0,2.0,249751.0,2505,1.0,2.0,,4.0,2.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,39.56955,,5.0,,1,250001,7022015,4,2,1,4.0,1,2,3.0,4.0,2000.0,5.0,1.0,3.0,2.0,3.0,4.0,2001.0,5.0,1.0,3.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,55.21646,1.0,,,5.0,250001.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,24.0,10.0,4.0,5.0,17.0,11.0,12.0,181.666,1.0,2.0,4.0,,,,,,2.0,12.0,,,2.0,69096.0,2.0,16.0,,,,,1.0,4.0,5.0,1.0,3.0,1.0,,1.0,13.0,,,1.0,3.0,1.0,1.0,1.0,10.0,11.0,5.0,6.0,8.0,12.0,5.0,,2.0,2.0,,6.0,7.0
4,226007,72,2,1,1,0,11,226007,105002,0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,,4650,5640,5640,3,226007,1,,226007,800,11,,,105002,825,25,1,11,11,4650,5640,5640,2,226007,2,1,2,2,54,2.0,1.0,1.0,4.0,2.0,0.0,54.0,4.0,2.0,105002.0,4647,4.0,,2.0,2.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,80.2833,,5.0,,1,226007,14012015,2,3,1,3.0,1,2,1.0,3.0,2003.0,7.0,1.0,2.0,2.0,1.0,1.0,2004.0,3.0,4.0,2.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,1,85.27066,9.0,10.0,2.0,5.0,226007.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,24.0,32.0,22.0,38.0,12.0,14.0,3.0,11.0,17.0,205.8884,1.0,2.0,4.0,,,,,,1.0,1.0,,,3.0,69292.0,,,,,,,,,,5.0,3.0,5.0,,1.0,2.0,13.0,,2.0,4.0,3.0,1.0,1.0,8.0,10.0,4.0,7.0,1.0,2.0,1.0,31.0,2.0,2.0,,2.0,
4,202003,121,1,2,1,2,15,201002,202003,0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,,1530,2060,2060,3,202003,11,,201002,1715,1,,,202003,1725,10,1,15,15,1530,2060,2060,2,202003,1,1,1,1,42,2.0,1.0,1.0,6.0,1.0,0.0,51.0,2.0,2.0,201002.0,1526,3.0,,3.0,4.0,1.0,5.0,1.0,4.0,5.0,3.0,1.0,1.0,40.43569,1.0,5.0,,1,202003,17032015,4,1,1,3.0,1,2,1.0,2.0,1996.0,10.0,1.0,1.0,2.0,1.0,2.0,1988.0,7.0,1.0,1.0,2.0,,,,,,,,,,,,,,,1,3.0,3.0,2.0,1995.0,1.0,2.0,,,,,,,,,,,,,,,,,,,0,,1,46.90938,9.0,,,5.0,202003.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,9.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,6.0,10.0,22.0,21.0,26.0,37.0,4.0,8.0,17.0,34.61665,2.0,1.0,5.0,,,,,,2.0,1.0,5.0,,5.0,69383.0,,,,,,,1.0,3.0,,2.0,2.0,3.0,4.0,2.0,1.0,2.0,12.0,2.0,3.0,3.0,3.0,1.0,4.0,8.0,1.0,4.0,4.0,12.0,5.0,,2.0,2.0,,6.0,
4,112004,42,2,1,1,0,21,112004,103004,0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,970,3280,3280,3,112004,1,,112004,1000,11,,,103004,1020,20,1,21,21,970,3280,3280,2,112004,3,1,2,2,38,1.0,1.0,1.0,5.0,1.0,0.0,36.0,4.0,2.0,103004.0,975,1.0,2.0,,5.0,1.0,5.0,5.0,1.0,5.0,3.0,1.0,1.0,51.71159,,5.0,,1,112004,22012015,3,3,1,4.0,1,2,1.0,1.0,2014.0,5.0,2.0,3.0,3.0,1.0,3.0,2011.0,8.0,2.0,3.0,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,43.7547,9.0,,,5.0,112004.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,9.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,22.0,18.0,3.0,16.0,3.0,25.0,25.0,31.0,33.0,95.13758,1.0,1.0,5.0,,,,,,2.0,2.0,12.0,,1.0,69382.0,,,,,,,7.0,,,2.0,3.0,3.0,,1.0,10.0,,,3.0,,2.0,1.0,13.0,,,7.0,8.0,8.0,11.0,4.0,,1.0,2.0,,6.0,7.0
4,218008,118,4,2,1,5,31,218008,218006,3,,,,,,,,,730,1095,1095,3,218008,24,,218008,1205,1,,,218008,1230,25,2,31,31,1460,2190,2190,2,218008,4,1,2,5,18,1.0,1.0,3.0,0.0,5.0,0.0,85.0,1.0,2.0,218008.0,505,4.0,,3.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,,120.3548,1.0,5.0,,1,218008,6032015,2,1,1,4.0,1,2,1.0,2.0,1999.0,4.0,1.0,1.0,2.0,1.0,2.0,1985.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,80.46747,9.0,,1.0,5.0,218008.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,9.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,22.0,,3.0,22.0,38.0,3.0,2.0,15.0,279.5176,2.0,1.0,3.0,5.0,,3.0,3.0,,,,,,4.0,69389.0,,,,,,,10.0,,,1.0,2.0,5.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,8.0,,,,8.0,13.0,,,1.0,3.0,,,
4,218008,118,4,6,1,10,31,217003,218008,7,,,,,,,,,670,1005,1005,3,218008,51,,217002,2000,1,,,218008,2030,30,1,31,31,670,1005,1005,2,218008,4,1,2,5,18,1.0,1.0,3.0,0.0,5.0,0.0,85.0,1.0,2.0,218008.0,505,4.0,,3.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,,120.3548,1.0,5.0,,1,218008,6032015,2,1,1,4.0,1,2,1.0,2.0,1999.0,4.0,1.0,1.0,2.0,1.0,2.0,1985.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,80.46747,9.0,,1.0,5.0,218008.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,9.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,22.0,,3.0,22.0,38.0,3.0,2.0,15.0,279.5176,2.0,1.0,3.0,5.0,,3.0,3.0,,,,,,4.0,69389.0,,,,,,,10.0,,,1.0,2.0,5.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,8.0,,,,8.0,13.0,,,1.0,3.0,,,
