TP1,ZFT,ECH,PER,NDEP,T1,T2,T3,T4,T5,T6,T7,T8,T8A,T8B,T9,T10,T11,T8C,TOIS,TDIS,TDIP,DP1,ZFD,D2A,D2B,D3,D4,D5A,D5B,D6,D7,D8,D9,D10,MODP,MOIP,DOIB,DIST,DISP,PP1,ZFP,JOUR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P14,P15,DP15,P16,P17,P18,P18A,P19,P20,P21,P22,P23,P24,P25,P26,COEP,P12A,P24A,P24B,MP1,ZFM,DATE,M1,M2,M3,M4,M5,M6,M7A,M8A,M9A,M10A,M11A,M12A,M13A,M7B,M8B,M9B,M10B,M11B,M12B,M13B,M7C,M8C,M9C,M10C,M11C,M12C,M13C,M7D,M8D,M9D,M10D,M11D,M12D,M13D,M14,M15A,M16A,M17A,M18A,M19A,M20A,M15B,M16B,M17B,M18B,M19B,M20B,M15C,M16C,M17C,M18C,M19C,M20C,M15D,M16D,M17D,M18D,M19D,M20D,M21,M22,M23,COEM,M24-1,M24-2,M12BIS,OP1,ZFO,O1A,O1B,O1C,O1D,O1E,O1F,O1G,O2,O3A,O3B,O3C,O3D,O3E,O3F,O3G,O3H,O3I,O4,O5A,O5B,O5C,O5D,O5E,O5F,O5G,O6A,O6B,O6C,O7A,O7B,O7C,O8A,O8B,O8C,COO2,O5H,O5I,O9,O10-1,O10-2,O11,O12-1,O12-2,O13,O14-1,O14-2,O14-3,O15,O16,O17-1,O17-2,O17-3,O18-1,O18-2,O18-3,O19-1,O19-2,O19-3,O20,O21,O22-1,O22-2,O23,O24-1,O24-2,O24-3,O25-1,O25-2,O26,O2B,O27-1,O27-2,O27-3,O28-1,O28-2,O29-1,O29-2,O30,O31,O32A,O33,O34,O35-1,O35-2
4,112004,42,2,9,1,0,21,103001,107003,0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1420,2110,2110,3,112004,33,,103001,1620,33,,,107003,1630,10,1,21,21,1420,2110,2110,2,112004,3,1,2,2,38,1.0,1.0,1.0,5.0,1.0,0.0,36.0,4.0,2.0,103004.0,975,1.0,2.0,,5.0,1.0,5.0,5.0,1.0,5.0,3.0,1.0,1.0,51.71159,,5.0,,1,112004,22012015,3,3,1,4.0,1,2,1.0,1.0,2014.0,5.0,2.0,3.0,3.0,1.0,3.0,2011.0,8.0,2.0,3.0,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,43.7547,9.0,,,5.0,112004.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,9.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,22.0,18.0,3.0,16.0,3.0,25.0,25.0,31.0,33.0,95.13758,1.0,1.0,5.0,,,,,,2.0,2.0,12.0,,1.0,69382.0,,,,,,,7.0,,,2.0,3.0,3.0,,1.0,10.0,,,3.0,,2.0,1.0,13.0,,,7.0,8.0,8.0,11.0,4.0,,1.0,2.0,,6.0,7.0
4,101002,141,1,1,1,0,22,101002,101002,0,,,,,,,,,161,289,289,3,101002,1,,101002,825,11,,,101002,830,5,1,22,22,161,289,289,2,101002,1,1,1,1,64,1.0,1.0,1.0,6.0,1.0,0.0,23.0,4.0,2.0,101002.0,289,4.0,,1.0,4.0,1.0,5.0,5.0,2.0,4.0,3.0,1.0,1.0,26.22475,,5.0,,1,101002,24022015,4,1,1,3.0,1,2,1.0,3.0,2012.0,16.0,4.0,1.0,2.0,1.0,6.0,2014.0,3.0,4.0,1.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,1,43.10767,9.0,10.0,,5.0,101002.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,13.0,6.0,33.0,27.0,,33.0,11.0,,46.40223,1.0,1.0,3.0,1.0,,4.0,2.0,,,,,,4.0,69382.0,,,,,,,10.0,,,4.0,2.0,5.0,,1.0,1.0,9.0,,2.0,8.0,1.0,1.0,13.0,,,1.0,2.0,1.0,12.0,2.0,21.0,2.0,2.0,,7.0,10.0
4,305004,31,1,6,1,0,81,127004,224451,0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,,12850,28000,28000,3,305004,13,,127004,1630,13,,,224451,1700,30,1,81,81,12850,28000,28000,2,305004,3,1,1,1,28,1.0,1.0,1.0,3.0,1.0,0.0,61.0,4.0,2.0,238451.0,19350,1.0,1.0,,1.0,5.0,4.0,5.0,1.0,4.0,5.0,1.0,1.0,42.40279,,5.0,5.0,1,305004,8012015,2,3,1,4.0,1,4,1.0,3.0,2004.0,7.0,1.0,2.0,2.0,2.0,3.0,1974.0,12.0,1.0,3.0,2.0,3.0,2.0,1975.0,8.0,1.0,2.0,2.0,3.0,3.0,2012.0,6.0,3.0,2.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,1,58.13576,,,,5.0,305004.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,27.0,13.0,1.0,21.0,23.0,26.0,15.0,17.0,4.0,93.11888,2.0,,4.0,,,,,,2.0,2.0,3.0,14.0,2.0,38449.0,2.0,4.0,5.0,1.0,3.0,,1.0,2.0,,5.0,2.0,1.0,3.0,,,,,,,,,,,,,,2.0,12.0,5.0,,2.0,2.0,,1.0,2.0
4,305004,31,1,4,1,2,81,110004,238451,0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,,13390,26340,26340,3,305004,13,,110004,1230,11,,,238451,1300,30,1,81,81,13390,26340,26340,2,305004,3,1,1,1,28,1.0,1.0,1.0,3.0,1.0,0.0,61.0,4.0,2.0,238451.0,19350,1.0,1.0,,1.0,5.0,4.0,5.0,1.0,4.0,5.0,1.0,1.0,42.40279,,5.0,5.0,1,305004,8012015,2,3,1,4.0,1,4,1.0,3.0,2004.0,7.0,1.0,2.0,2.0,2.0,3.0,1974.0,12.0,1.0,3.0,2.0,3.0,2.0,1975.0,8.0,1.0,2.0,2.0,3.0,3.0,2012.0,6.0,3.0,2.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,1,58.13576,,,,5.0,305004.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,27.0,13.0,1.0,21.0,23.0,26.0,15.0,17.0,4.0,93.11888,2.0,,4.0,,,,,,2.0,2.0,3.0,14.0,2.0,38449.0,2.0,4.0,5.0,1.0,3.0,,1.0,2.0,,5.0,2.0,1.0,3.0,,,,,,,,,,,,,,2.0,12.0,5.0,,2.0,2.0,,1.0,2.0
4,112004,42,2,4,1,0,21,103004,102004,3,2.0,1.0,0.0,0.0,2.0,3.0,12.0,0.0,930,2200,2200,3,112004,11,,103004,1400,41,,,102004,1430,30,1,21,21,930,2200,2200,2,112004,3,1,2,2,38,1.0,1.0,1.0,5.0,1.0,0.0,36.0,4.0,2.0,103004.0,975,1.0,2.0,,5.0,1.0,5.0,5.0,1.0,5.0,3.0,1.0,1.0,51.71159,,5.0,,1,112004,22012015,3,3,1,4.0,1,2,1.0,1.0,2014.0,5.0,2.0,3.0,3.0,1.0,3.0,2011.0,8.0,2.0,3.0,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,43.7547,9.0,,,5.0,112004.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,9.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,22.0,18.0,3.0,16.0,3.0,25.0,25.0,31.0,33.0,95.13758,1.0,1.0,5.0,,,,,,2.0,2.0,12.0,,1.0,69382.0,,,,,,,7.0,,,2.0,3.0,3.0,,1.0,10.0,,,3.0,,2.0,1.0,13.0,,,7.0,8.0,8.0,11.0,4.0,,1.0,2.0,,6.0,7.0
4,250751,72,1,2,1,0,21,942281,250003,2,2.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,89120,133200,9170,3,250751,11,,942281,1545,51,,,250003,1700,75,1,21,21,89120,133200,9170,2,250751,1,1,1,1,54,2.0,1.0,1.0,1.0,1.0,0.0,61.0,4.0,2.0,942281.0,88557,1.0,2.0,,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,58.12253,,5.0,,1,250751,3022015,4,2,1,4.0,1,2,3.0,3.0,2014.0,4.0,1.0,2.0,2.0,3.0,1.0,2009.0,5.0,1.0,2.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,2,55.21646,9.0,,2.0,5.0,250751.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,9.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,25.0,24.0,,37.0,35.0,31.0,25.0,,,174.422,2.0,3.0,5.0,,,,,,1.0,12.0,,,2.0,69091.0,18.0,,,5.0,7.0,,8.0,,,5.0,3.0,5.0,,2.0,2.0,,,1.0,4.0,2.0,1.0,13.0,,,4.0,,1.0,8.0,3.0,21.0,2.0,3.0,,,
4,112004,42,2,6,1,3,21,103006,103005,0,2.0,1.0,0.0,0.0,2.0,3.0,5.0,0.0,460,1150,1150,3,112004,42,,103006,1515,33,,,103005,1535,20,1,21,21,460,1150,1150,2,112004,3,1,2,2,38,1.0,1.0,1.0,5.0,1.0,0.0,36.0,4.0,2.0,103004.0,975,1.0,2.0,,5.0,1.0,5.0,5.0,1.0,5.0,3.0,1.0,1.0,51.71159,,5.0,,1,112004,22012015,3,3,1,4.0,1,2,1.0,1.0,2014.0,5.0,2.0,3.0,3.0,1.0,3.0,2011.0,8.0,2.0,3.0,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,43.7547,9.0,,,5.0,112004.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,9.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,22.0,18.0,3.0,16.0,3.0,25.0,25.0,31.0,33.0,95.13758,1.0,1.0,5.0,,,,,,2.0,2.0,12.0,,1.0,69382.0,,,,,,,7.0,,,2.0,3.0,3.0,,1.0,10.0,,,3.0,,2.0,1.0,13.0,,,7.0,8.0,8.0,11.0,4.0,,1.0,2.0,,6.0,7.0
4,218008,118,4,4,2,3,31,218006,218008,5,,,,,,,,,730,1095,1095,3,218008,24,,218008,1730,1,,,218008,1810,40,2,31,31,1460,2190,2190,2,218008,4,1,2,5,18,1.0,1.0,3.0,0.0,5.0,0.0,85.0,1.0,2.0,218008.0,505,4.0,,3.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,,120.3548,1.0,5.0,,1,218008,6032015,2,1,1,4.0,1,2,1.0,2.0,1999.0,4.0,1.0,1.0,2.0,1.0,2.0,1985.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,80.46747,9.0,,1.0,5.0,218008.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,9.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,22.0,,3.0,22.0,38.0,3.0,2.0,15.0,279.5176,2.0,1.0,3.0,5.0,,3.0,3.0,,,,,,4.0,69389.0,,,,,,,10.0,,,1.0,2.0,5.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,8.0,,,,8.0,13.0,,,1.0,3.0,,,
4,305004,31,1,7,1,0,81,224451,305004,1,4.0,1.0,0.0,0.0,2.0,2.0,0.0,,38970,67790,67790,3,305004,13,,224451,1700,1,,,305004,1800,60,1,81,81,38970,67790,67790,2,305004,3,1,1,1,28,1.0,1.0,1.0,3.0,1.0,0.0,61.0,4.0,2.0,238451.0,19350,1.0,1.0,,1.0,5.0,4.0,5.0,1.0,4.0,5.0,1.0,1.0,42.40279,,5.0,5.0,1,305004,8012015,2,3,1,4.0,1,4,1.0,3.0,2004.0,7.0,1.0,2.0,2.0,2.0,3.0,1974.0,12.0,1.0,3.0,2.0,3.0,2.0,1975.0,8.0,1.0,2.0,2.0,3.0,3.0,2012.0,6.0,3.0,2.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,1,58.13576,,,,5.0,305004.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,27.0,13.0,1.0,21.0,23.0,26.0,15.0,17.0,4.0,93.11888,2.0,,4.0,,,,,,2.0,2.0,3.0,14.0,2.0,38449.0,2.0,4.0,5.0,1.0,3.0,,1.0,2.0,,5.0,2.0,1.0,3.0,,,,,,,,,,,,,,2.0,12.0,5.0,,2.0,2.0,,1.0,2.0
4,305004,31,1,5,1,0,81,238451,127004,0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,,9930,22120,22120,3,305004,11,,238451,1400,13,,,127004,1430,30,1,81,81,9930,22120,22120,2,305004,3,1,1,1,28,1.0,1.0,1.0,3.0,1.0,0.0,61.0,4.0,2.0,238451.0,19350,1.0,1.0,,1.0,5.0,4.0,5.0,1.0,4.0,5.0,1.0,1.0,42.40279,,5.0,5.0,1,305004,8012015,2,3,1,4.0,1,4,1.0,3.0,2004.0,7.0,1.0,2.0,2.0,2.0,3.0,1974.0,12.0,1.0,3.0,2.0,3.0,2.0,1975.0,8.0,1.0,2.0,2.0,3.0,3.0,2012.0,6.0,3.0,2.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,1,58.13576,,,,5.0,305004.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,27.0,13.0,1.0,21.0,23.0,26.0,15.0,17.0,4.0,93.11888,2.0,,4.0,,,,,,2.0,2.0,3.0,14.0,2.0,38449.0,2.0,4.0,5.0,1.0,3.0,,1.0,2.0,,5.0,2.0,1.0,3.0,,,,,,,,,,,,,,2.0,12.0,5.0,,2.0,2.0,,1.0,2.0
4,223005,93,3,4,1,2,21,942218,223005,0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,57120,82480,50100,3,223005,42,,942218,1900,1,,,223005,2000,60,1,21,21,57120,82480,50100,2,223005,5,1,1,3,28,1.0,1.0,1.0,0.0,4.0,0.0,88.0,4.0,2.0,129002.0,12251,1.0,1.0,,5.0,5.0,5.0,1.0,3.0,4.0,5.0,1.0,,475.2192,,4.0,,1,223005,14032015,2,3,1,4.0,1,3,1.0,1.0,2015.0,6.0,2.0,2.0,2.0,1.0,3.0,2011.0,4.0,2.0,2.0,2.0,1.0,3.0,2011.0,6.0,2.0,2.0,2.0,,,,,,,,2,2.0,3.0,1.0,2013.0,1.0,2.0,2.0,3.0,1.0,2012.0,1.0,2.0,,,,,,,,,,,,,1,0.0,1,237.2913,2.0,9.0,2.0,5.0,223005.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,6.0,21.0,23.0,34.0,10.0,17.0,4.0,2.0,935.627,2.0,2.0,4.0,,,,,,2.0,1.0,,,3.0,69383.0,9.0,,,10.0,,,7.0,8.0,,5.0,3.0,5.0,,1.0,3.0,,,6.0,,1.0,1.0,1.0,,,4.0,,3.0,4.0,,,2.0,2.0,,2.0,
4,256451,73,1,1,1,0,21,256451,256451,0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,313,564,564,3,256451,1,,256451,700,11,,,256451,705,5,1,21,21,313,564,564,2,256451,4,1,1,1,45,2.0,2.0,1.0,4.0,1.0,0.0,61.0,4.0,2.0,256451.0,564,1.0,2.0,,1.0,1.0,2.0,5.0,1.0,5.0,4.0,1.0,1.0,45.27455,,5.0,,1,256451,20032015,2,3,2,,2,1,3.0,3.0,2003.0,8.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,2,49.93495,4.0,5.0,2.0,5.0,256451.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,8.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,7.0,22.0,3.0,1.0,2.0,7.0,3.0,4.0,41.91533,2.0,1.0,4.0,,,,,,2.0,2.0,,,6.0,69383.0,16.0,,,,,,,,,1.0,1.0,1.0,,2.0,2.0,6.0,,6.0,,5.0,1.0,13.0,,,4.0,5.0,1.0,8.0,5.0,,2.0,1.0,2.0,,
4,113004,91,2,2,1,2,31,115001,113003,3,,,,,,,,,2820,4230,4230,3,113004,11,,217005,1802,1,,,113004,1820,18,1,31,31,2820,4230,4230,2,113004,4,1,2,2,53,1.0,1.0,1.0,2.0,1.0,0.0,51.0,2.0,2.0,217005.0,3357,3.0,,1.0,5.0,2.0,4.0,5.0,4.0,2.0,1.0,1.0,1.0,63.21598,1.0,5.0,,1,113004,5122014,4,3,1,1.0,1,9,1.0,3.0,1990.0,7.0,1.0,2.0,2.0,1.0,2.0,1959.0,3.0,1.0,1.0,2.0,1.0,2.0,1968.0,3.0,1.0,1.0,2.0,1.0,2.0,1973.0,3.0,1.0,1.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,2,61.85308,1.0,,2.0,5.0,113004.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,15.0,13.0,16.0,3.0,2.0,12.0,15.0,3.0,181.6972,3.0,3.0,5.0,,,,,,2.0,1.0,13.0,14.0,5.0,69382.0,,,,,,,5.0,6.0,8.0,1.0,2.0,3.0,5.0,2.0,2.0,6.0,7.0,8.0,,3.0,1.0,13.0,,,1.0,4.0,14.0,,5.0,,2.0,2.0,,4.0,
4,226007,72,2,2,1,0,11,105002,226007,0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,,4650,5640,5640,3,226007,11,,105002,1815,1,,,226007,1845,30,1,11,11,4650,5640,5640,2,226007,2,1,2,2,54,2.0,1.0,1.0,4.0,2.0,0.0,54.0,4.0,2.0,105002.0,4647,4.0,,2.0,2.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,80.2833,,5.0,,1,226007,14012015,2,3,1,3.0,1,2,1.0,3.0,2003.0,7.0,1.0,2.0,2.0,1.0,1.0,2004.0,3.0,4.0,2.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,1,85.27066,9.0,10.0,2.0,5.0,226007.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,24.0,32.0,22.0,38.0,12.0,14.0,3.0,11.0,17.0,205.8884,1.0,2.0,4.0,,,,,,1.0,1.0,,,3.0,69292.0,,,,,,,,,,5.0,3.0,5.0,,1.0,2.0,13.0,,2.0,4.0,3.0,1.0,1.0,8.0,10.0,4.0,7.0,1.0,2.0,1.0,31.0,2.0,2.0,,2.0,
4,236006,137,2,1,2,0,32,236251,125251,0,,,,,,,,,10690,16035,16035,3,236006,1,,236006,800,25,,,145651,900,60,3,32,21,15190,22695,22695,2,236006,1,1,2,2,24,1.0,1.0,1.0,0.0,4.0,0.0,88.0,3.0,2.0,145651.0,10688,2.0,,1.0,5.0,1.0,5.0,5.0,1.0,2.0,1.0,1.0,,124.3989,1.0,5.0,,1,236006,24032015,4,3,2,,1,2,1.0,3.0,2013.0,10.0,4.0,3.0,2.0,1.0,1.0,2012.0,6.0,1.0,3.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,117.4786,10.0,,,5.0,236006.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,6.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,8.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,36.0,1.0,5.0,16.0,1.0,3.0,38.0,34.0,32.0,195.3983,3.0,1.0,5.0,,,,,,2.0,14.0,,,4.0,69383.0,,,,,,,6.0,10.0,,1.0,1.0,3.0,,1.0,3.0,,,1.0,2.0,2.0,1.0,13.0,,,7.0,,1.0,7.0,,,2.0,1.0,2.0,,
4,239752,55,4,1,1,10,32,239251,122251,10,,,,,,,,,8190,12285,12285,3,239752,1,,239752,806,24,,,123004,855,49,1,32,32,8190,12285,12285,2,239752,4,1,2,3,16,1.0,1.0,2.0,0.0,5.0,0.0,85.0,1.0,2.0,123004.0,8710,,,,,1.0,5.0,5.0,5.0,4.0,1.0,1.0,,58.41907,1.0,5.0,,1,239752,12122014,4,2,1,3.0,1,2,1.0,1.0,2003.0,7.0,1.0,3.0,2.0,4.0,3.0,1995.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,59.8188,4.0,7.0,,5.0,239752.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,6.0,34.0,28.0,3.0,18.0,29.0,22.0,208.6543,2.0,3.0,4.0,,,,,,2.0,11.0,,,3.0,69383.0,,,,,,,1.0,9.0,,5.0,3.0,5.0,,2.0,6.0,13.0,,1.0,,3.0,1.0,6.0,12.0,,,,4.0,8.0,,,2.0,3.0,,,
4,256451,73,1,2,1,0,21,256451,256451,0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,313,564,564,3,256451,11,,256451,1800,1,,,256451,1805,5,1,21,21,313,564,564,2,256451,4,1,1,1,45,2.0,2.0,1.0,4.0,1.0,0.0,61.0,4.0,2.0,256451.0,564,1.0,2.0,,1.0,1.0,2.0,5.0,1.0,5.0,4.0,1.0,1.0,45.27455,,5.0,,1,256451,20032015,2,3,2,,2,1,3.0,3.0,2003.0,8.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,2,49.93495,4.0,5.0,2.0,5.0,256451.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,8.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,7.0,22.0,3.0,1.0,2.0,7.0,3.0,4.0,41.91533,2.0,1.0,4.0,,,,,,2.0,2.0,,,6.0,69383.0,16.0,,,,,,,,,1.0,1.0,1.0,,2.0,2.0,6.0,,6.0,,5.0,1.0,13.0,,,4.0,5.0,1.0,8.0,5.0,,2.0,1.0,2.0,,
4,131002,79,2,2,1,2,21,117002,125003,0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1230,1920,1920,3,131002,13,,117002,810,61,22.0,,125003,820,10,1,21,21,1230,1920,1920,2,131002,1,1,1,1,74,2.0,2.0,1.0,2.0,2.0,0.0,61.0,3.0,2.0,242451.0,7638,1.0,2.0,,2.0,1.0,5.0,5.0,3.0,4.0,1.0,1.0,1.0,58.64711,1.0,5.0,,1,131002,6012015,4,3,1,3.0,2,2,1.0,2.0,1992.0,9.0,1.0,1.0,3.0,1.0,3.0,2014.0,7.0,3.0,2.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,72.01975,1.0,6.0,2.0,5.0,131002.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,22.0,3.0,7.0,13.0,3.0,1.0,18.0,4.0,7.0,112.1145,1.0,3.0,5.0,,,,,,2.0,2.0,,,5.0,69383.0,,,,,,,2.0,3.0,9.0,3.0,1.0,3.0,,1.0,2.0,3.0,7.0,1.0,2.0,5.0,1.0,1.0,2.0,10.0,4.0,5.0,12.0,13.0,5.0,,2.0,2.0,,4.0,6.0
4,235751,122,1,4,1,0,21,230756,235751,0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,6980,9650,9650,3,235751,11,,230756,1945,1,,,235751,1955,10,1,21,21,6980,9650,9650,2,235751,3,1,1,1,36,1.0,2.0,1.0,5.0,1.0,0.0,23.0,4.0,2.0,230756.0,6983,1.0,3.0,,1.0,2.0,5.0,5.0,1.0,3.0,5.0,1.0,1.0,111.4169,,5.0,,1,235751,19032015,1,1,1,4.0,1,2,1.0,3.0,1996.0,6.0,3.0,2.0,2.0,1.0,3.0,2009.0,9.0,1.0,2.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,1,82.29981,3.0,4.0,1.0,5.0,235751.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,9.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,13.0,24.0,1.0,2.0,3.0,17.0,4.0,25.0,204.6077,3.0,1.0,5.0,,,,,,2.0,5.0,,,4.0,69259.0,16.0,,,,,,10.0,,,1.0,2.0,5.0,,1.0,2.0,,,1.0,4.0,1.0,1.0,1.0,8.0,12.0,5.0,6.0,1.0,8.0,1.0,21.0,2.0,2.0,,6.0,
4,305004,31,1,1,1,1,81,305004,238451,0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,,19350,25180,25180,3,305004,1,,305004,730,11,,,238451,800,30,1,81,81,19350,25180,25180,2,305004,3,1,1,1,28,1.0,1.0,1.0,3.0,1.0,0.0,61.0,4.0,2.0,238451.0,19350,1.0,1.0,,1.0,5.0,4.0,5.0,1.0,4.0,5.0,1.0,1.0,42.40279,,5.0,5.0,1,305004,8012015,2,3,1,4.0,1,4,1.0,3.0,2004.0,7.0,1.0,2.0,2.0,2.0,3.0,1974.0,12.0,1.0,3.0,2.0,3.0,2.0,1975.0,8.0,1.0,2.0,2.0,3.0,3.0,2012.0,6.0,3.0,2.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,1,58.13576,,,,5.0,305004.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,27.0,13.0,1.0,21.0,23.0,26.0,15.0,17.0,4.0,93.11888,2.0,,4.0,,,,,,2.0,2.0,3.0,14.0,2.0,38449.0,2.0,4.0,5.0,1.0,3.0,,1.0,2.0,,5.0,2.0,1.0,3.0,,,,,,,,,,,,,,2.0,12.0,5.0,,2.0,2.0,,1.0,2.0
